CONDITION,OUTCOME,YEAR,Geography,RegionName,Total_Cases,Total_Rate,Age_Adjusted_Rate,Male_Cases,Male_Rate,Female_Cases,Female_Rate,White_Cases,White_Rate,Black_Cases,Black_Rate,Hispanic_Cases,Hispanic_Rate,Asian_Pacific_Islander_Cases,Asian_Pacific_Islander_Rate,Other_Race_Ethnicity_Cases,Other_Race_Ethnicity_Rate,Age_Group_0_to_14_Cases,Age_Group_0_to_14_Rate,Age_Group_15_to_24_Cases,Age_Group_15_to_24_Rate,Age_Group_25_to_44_Cases,Age_Group_25_to_44_Rate,Age_Group_45_to_64_Cases,Age_Group_45_to_64_Rate,Age_Group_65Plus_Cases,Age_Group_65Plus_Rate
Flu,ED Discharge,2010,La Mesa,EAST,23,38.92104105,40.81860691,7,24.8376681,16,51.76150885,11,29.69521907,5,120.7146306,5,42.18341348,,,,,5,51.93186539,9,106.7109319,,,,,,
Flu,ED Discharge,2010,Laguna-Pine Valley,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Lakeside,EAST,9,16.06569082,17.04440292,,,5,17.65786128,9,22.03344187,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Lemon Grove,EAST,9,30.19019825,30.39901933,,,8,52.24660397,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Mountain Empire,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Santee,EAST,13,25.4149479,25.8301574,5,20.18896875,8,30.32025772,9,23.69855439,,,,,,,,,,,,,6,43.25883201,,,,
Flu,ED Discharge,2010,Spring Valley,EAST,30,37.0365798,37.80812808,14,35.51586798,16,38.47818768,8,20.91065921,7,90.34589572,12,46.06172271,,,,,9,53.33333333,7,57.9230451,11,52.22675909,,,,
Flu,ED Discharge,2010,North Central Region,REGION N CENTRAL,119,19.70365047,20.44121436,56,18.32898565,63,21.11104409,60,16.43434888,9,47.95651942,27,31.51885878,9,8.309098463,12,45.9506031,33,34.89257317,17,16.57146199,48,25.00455812,14,9.794045221,7,9.738723949
Flu,ED Discharge,2010,Coastal,N CENTRAL,10,13.26699834,14.11156179,,,6,16.42350751,5,8.21949335,,,,,,,,,,,5,44.8712196,,,,,,
Flu,ED Discharge,2010,Del Mar-Mira Mesa,N CENTRAL,17,10.78892422,11.3811578,7,8.853027103,10,12.7388535,10,13.16569021,,,,,,,,,6,18.55976244,5,25.90807814,6,12.62254386,,,,
Flu,ED Discharge,2010,Elliott-Navajo,N CENTRAL,19,21.32291877,21.82716208,7,16.19096082,12,26.15974887,10,16.64253499,,,7,53.94990366,,,,,7,41.01963082,,,6,23.83316783,,,,
Flu,ED Discharge,2010,Kearny Mesa,N CENTRAL,56,37.03507751,38.68059028,31,41.14297849,25,32.95500982,25,29.6408712,7,104.2287076,13,38.82219435,6,30.26481715,,,16,68.8527412,,,25,50.28157683,11,30.87459302,,
Flu,ED Discharge,2010,Miramar,N CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Peninsula,N CENTRAL,7,11.12241007,8.402104769,,,5,17.38948979,6,12.50964285,,,,,,,,,,,,,5,23.7608706,,,,
Flu,ED Discharge,2010,University,N CENTRAL,10,15.9420983,23.80479981,5,16.09269392,5,15.7942951,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,North Coastal Region,REGION N COASTAL,144,28.46721822,28.36925657,62,24.04657278,82,33.06291631,55,18.38603998,9,61.97066722,66,45.8422471,6,19.97935467,6,33.00511579,78,77.19791368,19,22.69469661,32,23.43961735,13,10.40316256,,
Flu,ED Discharge,2010,Carlsbad,N COASTAL,16,13.94797406,15.97671288,7,12.55132596,9,15.26950679,10,11.85185185,,,,,,,,,5,22.76763353,,,6,19.93487939,,,,
Flu,ED Discharge,2010,Oceanside,N COASTAL,73,45.70498372,45.11267635,28,35.32855557,45,55.92563134,26,35.02060828,,,36,60.1011703,,,,,44,136.9266198,5,19.71764335,18,40.29910894,5,12.77987936,,
Flu,ED Discharge,2010,Pendleton,N COASTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,San Dieguito,N COASTAL,11,11.76118382,12.86766044,,,7,14.73187979,5,6.817469083,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Vista,N COASTAL,44,43.81030139,41.44886708,23,45.36399677,21,42.22633315,14,31.92265596,,,23,49.28325012,,,,,27,126.7070252,9,53.7056928,,,,,,
Flu,ED Discharge,2010,North Inland Region,REGION N INLAND,116,20.36845839,20.86394449,51,18.18201264,65,22.49049344,44,13.97774996,7,67.63285024,50,30.48408731,8,13.52287902,7,33.02977398,35,29.28331186,27,35.0249066,36,24.25287666,16,10.50482237,,
Flu,ED Discharge,2010,Anza-Borrego Springs,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Escondido,N INLAND,48,29.44405935,27.96030184,20,24.73074402,28,34.0839927,13,18.28410689,6,178.3060921,28,37.78167589,,,,,15,41.44447821,10,39.00612396,15,33.13306238,8,20.83713177,,
Flu,ED Discharge,2010,Fallbrook,N INLAND,13,27.48181972,31.29324123,6,25.4798709,7,29.46624011,7,25.63633034,,,6,34.81490078,,,,,,,,,5,50.07009814,,,,
Flu,ED Discharge,2010,North San Diego,N INLAND,14,13.14035779,13.71873131,5,9.709303455,9,16.35025888,7,11.1717578,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Palomar-Julian,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Pauma,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Poway,N INLAND,6,6.951605242,7.941811855,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,Ramona,N INLAND,8,22.94235733,24.82708382,,,6,34.60806368,5,20.13287699,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,San Marcos,N INLAND,19,21.11932418,20.78754676,8,18.18347122,11,23.92916966,6,13.20509717,,,10,30.66355943,,,,,9,44.9393319,,,6,23.7586125,,,,
Flu,ED Discharge,2010,Valley Center,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,South Region,REGION SOUTH,323,68.94564394,67.16535716,148,63.22678765,175,74.65647357,44,44.83756573,20,101.502233,219,78.85469852,22,36.97230438,7,52.1648409,127,125.4767127,72,89.12214685,89,67.47075635,29,27.35539373,6,12.35533957
Flu,ED Discharge,2010,Chula Vista,SOUTH,133,115.4173247,113.4520344,59,106.2278317,74,123.9676344,24,112.349031,7,177.1703366,88,108.1945042,6,99.60159363,,,43,175.5818702,35,186.2395573,40,129.1322314,14,52.90805336,,
Flu,ED Discharge,2010,Coronado,SOUTH,5,20.24373456,30.61624055,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2010,National City,SOUTH,39,66.87472136,68.75557814,18,59.9940006,21,74.16563659,,,,,27,72.70768816,6,56.9259962,,,14,114.8670824,6,48.97959184,13,82.6709062,5,41.69794012,,
Flu,ED Discharge,2010,South Bay,SOUTH,100,74.12129208,71.41587269,47,69.05671466,53,79.27723098,12,58.46528624,7,129.0560472,75,81.14073048,,,,,49,165.6580682,20,83.69601607,24,63.26444538,,,,
Flu,ED Discharge,2010,Sweetwater,SOUTH,46,33.9934969,32.67638706,21,31.8519642,25,36.02824614,,,,,28,44.11533008,7,24.22145329,,,18,56.55575455,11,56.77712398,12,29.49852507,5,15.65435191,,
Flu,ED Discharge,2010,Unknown,UNKNOWN,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,San Diego County (Actual Rate),COUNTY,1798,57.70570093,58.07932857,815,52.1503209,983,63.29602967,622,41.58916061,157,109.8631958,718,71.03396967,123,35.27144676,129,109.4936977,563,94.86658859,425,85.24858487,500,56.12144681,217,28.14636108,93,25.6971385
Flu,ED Discharge,2011,Central Region,REGION CENTRAL,325,66.93192303,66.93961189,160,64.49116471,165,69.48187576,76,53.40266311,51,92.96729739,142,68.32836108,29,44.92919778,22,137.2512321,95,105.4477645,69,85.92884096,105,64.58160347,42,38.69897724,14,31.77341019
Flu,ED Discharge,2011,Central San Diego,CENTRAL,104,62.66343709,68.28499069,52,57.40591502,52,68.98107,39,47.64813684,11,98.97426669,46,78.4340472,,,,,23,114.444942,16,77.15677292,40,56.80607825,17,43.96400124,8,49.84734251
Flu,ED Discharge,2011,Mid-City,CENTRAL,107,65.56533248,61.84549571,59,72.59572793,48,58.59088912,25,54.64719769,18,95.7599617,38,54.62752652,12,50.44984445,11,207.4297567,28,82.86230061,29,89.66391491,37,73.01718864,12,35.84015292,,
Flu,ED Discharge,2011,Southeastern San Diego,CENTRAL,114,72.88722939,71.11047871,49,64.26988104,65,81.08276679,12,81.538357,22,88.18695635,58,72.85516895,13,40.44803983,8,160.2564103,44,121.5335322,24,88.17370219,28,67.47475721,13,35.73391974,5,33.09943069
Flu,ED Discharge,2011,East Region,REGION EAST,288,61.71648987,63.52162215,118,51.35101027,170,71.77265799,130,46.59080728,39,149.7293354,70,58.85617233,10,47.14312653,24,111.9820829,91,102.0579824,64,92.24028594,70,57.89717462,40,31.0785822,23,39.3222889
Flu,ED Discharge,2011,Alpine,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,El Cajon,EAST,65,51.89082171,51.84833849,36,58.68353275,29,45.37134096,29,39.44504897,10,145.9214942,13,38.2623028,,,9,141.3316583,15,59.28619422,12,60.94464195,19,57.38447599,11,34.33529981,8,52.89256198
Flu,ED Discharge,2011,Harbison Crest/El Cajon,EAST,103,73.55356556,72.95539536,43,62.57822278,60,84.12787437,50,58.73232157,14,200.4294918,22,60.77515953,,,11,159.4202899,27,98.07839006,25,115.5268022,24,66.87658484,18,48.30010465,9,50.81587714
Flu,ED Discharge,2011,Jamul,EAST,24,136.5343042,143.8795706,15,148.456057,9,120.4174472,8,83.69951873,,,11,200.4738473,,,,,,,6,198.8730527,7,161.6254906,5,89.63786303,,
Flu,ED Discharge,2011,La Mesa,EAST,37,61.68105891,70.004595,12,41.91846858,25,79.72192991,15,40.22202558,8,194.6945729,6,48.66180049,,,5,187.3360809,12,122.3740567,9,110.1726037,7,40.07557108,6,38.24335522,,
Flu,ED Discharge,2011,Laguna-Pine Valley,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,Lakeside,EAST,22,39.03200625,41.76361428,12,43.04778304,10,35.1024993,17,41.59224916,,,,,,,,,11,97.07024356,,,5,34.74393718,,,,
Flu,ED Discharge,2011,Lemon Grove,EAST,19,63.44118335,64.04891573,7,48.06041881,12,78.00312012,5,53.45878328,,,5,39.03505348,,,,,7,113.2869396,,,,,,,,
Flu,ED Discharge,2011,Mountain Empire,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,Santee,EAST,28,54.16594123,57.37066987,12,47.95396419,16,59.99475046,18,47.15127701,,,,,,,,,10,103.1565917,7,96.61835749,9,65.67904838,,,,
Flu,ED Discharge,2011,Spring Valley,EAST,48,58.7242164,60.42570527,14,35.20595484,34,81.00638521,13,33.97982121,10,132.0306311,19,70.9882309,,,,,18,107.6040172,10,80.76892012,13,61.85468906,,,,
Flu,ED Discharge,2011,North Central Region,REGION N CENTRAL,233,38.21269547,38.1563385,118,38.25554705,115,38.16882569,104,28.47762453,17,90.92854086,46,52.42583454,32,28.7008386,31,116.488802,57,60.39223165,65,62.77282033,77,39.75958361,21,14.53558796,13,17.64458379
Flu,ED Discharge,2011,Coastal,N CENTRAL,25,33.08847859,32.22834845,16,41.08779949,9,24.58076146,17,28.04077459,,,,,,,,,,,9,81.53651024,8,28.69852203,,,,
Flu,ED Discharge,2011,Del Mar-Mira Mesa,N CENTRAL,45,28.39439179,30.19989437,18,22.66888318,27,34.14350388,16,21.11402895,,,5,31.03662322,11,19.72032987,11,152.4179022,11,34.62167947,8,40.0140049,15,32.17365192,6,13.12364662,5,34.7801892
Flu,ED Discharge,2011,Elliott-Navajo,N CENTRAL,26,29.07464356,31.35119617,13,29.96151098,13,28.23876966,19,31.72218048,,,,,,,,,5,29.48460903,8,73.84842611,8,31.5270936,,,,
Flu,ED Discharge,2011,Kearny Mesa,N CENTRAL,83,54.71469254,56.13194591,43,56.90615778,40,52.53963459,31,36.92982143,9,136.508418,27,79.23697726,9,44.63400119,5,72.24389539,22,93.61702128,25,113.6983809,26,51.30127661,7,19.36751238,,
Flu,ED Discharge,2011,Miramar,N CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,Peninsula,N CENTRAL,19,30.13003489,36.68471466,,,11,38.34623161,13,27.25081228,,,,,,,,,8,100.9336361,,,6,28.12807651,,,,
Flu,ED Discharge,2011,University,N CENTRAL,35,52.64582895,55.58345914,20,60.75334143,15,44.69340325,8,23.38770976,,,6,89.48545861,8,36.92591738,11,401.6064257,7,119.9657241,12,49.44375773,14,67.67535167,,,,
Flu,ED Discharge,2011,North Coastal Region,REGION N COASTAL,285,55.90131554,56.11344424,123,47.36598891,162,64.76191999,127,42.47136527,19,132.6815642,117,79.70787405,11,35.54464084,11,58.66979572,110,109.4603604,60,71.11026832,72,52.73798014,31,24.44852796,12,19.46882554
Flu,ED Discharge,2011,Carlsbad,N COASTAL,41,35.38875846,38.43699712,17,30.18680304,24,40.30903594,30,35.42665502,,,7,40.76166075,,,,,6,27.51410098,9,70.14809041,15,50.66882854,6,18.10446275,5,27.06506441
Flu,ED Discharge,2011,Oceanside,N COASTAL,112,69.95846216,68.21147528,47,59.1522352,65,80.60615831,45,61.06165871,8,119.7246333,48,78.96555128,7,56.43795856,,,47,144.0789675,26,105.0250444,20,44.76576314,16,40.69693501,,
Flu,ED Discharge,2011,Pendleton,N COASTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,San Dieguito,N COASTAL,36,37.93626707,43.47613645,19,40.71748495,17,35.24557875,24,32.42673584,,,8,61.60954948,,,,,9,53.86963548,9,89.80243464,11,44.98609521,5,16.80446327,,
Flu,ED Discharge,2011,Vista,N COASTAL,96,94.74089353,91.96778473,40,78.25491539,56,111.5226829,28,64.17455479,10,380.2281369,54,113.0747969,,,,,48,224.1838307,16,97.0226184,26,89.86899865,,,,
Flu,ED Discharge,2011,North Inland Region,REGION N INLAND,263,45.77375928,46.93405626,110,38.86541261,153,52.48047418,99,31.54081668,13,127.6386843,97,57.60368664,23,37.98513625,27,125.2377197,76,64.04476392,58,72.73456898,73,49.65817489,43,27.82973381,13,17.41693462
Flu,ED Discharge,2011,Anza-Borrego Springs,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,Escondido,N INLAND,105,63.93511499,60.95894312,38,46.63148853,67,80.97753176,31,43.95043525,6,182.2046766,57,75.27733756,,,7,162.6394052,28,77.52581887,28,108.1206317,25,55.23641184,21,53.67000613,,
Flu,ED Discharge,2011,Fallbrook,N INLAND,11,22.97794118,23.7051473,6,25.15617794,5,20.8151201,,,,,7,39.31921586,,,,,,,5,68.99406651,,,,,,
Flu,ED Discharge,2011,North San Diego,N INLAND,55,51.1081169,52.77725325,24,46.12457479,31,55.77345184,24,38.21290959,,,,,13,49.48045522,10,195.8863859,13,58.13433503,9,75,17,55.85857922,11,37.27549983,5,37.56856263
Flu,ED Discharge,2011,Palomar-Julian,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,Pauma,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,Poway,N INLAND,19,21.86396014,26.7845532,11,25.91283863,8,17.99734539,6,10.35428926,,,,,,,,,,,,,8,39.75550365,,,,
Flu,ED Discharge,2011,Ramona,N INLAND,7,19.75559507,22.14873558,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,San Marcos,N INLAND,53,58.76613297,58.81481781,21,47.60177713,32,69.45650287,23,51.18618418,,,23,69.16045225,,,,,23,115.6418121,6,46.92265582,16,64.24928723,6,28.98130706,,
Flu,ED Discharge,2011,Valley Center,N INLAND,6,25.57653779,29.47587187,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,South Region,REGION SOUTH,394,83.92710696,81.46593204,182,77.8632943,212,89.94026609,81,84.25300866,18,95.74977392,243,86.44333693,18,30.01300564,13,96.7693911,132,131.1279988,107,131.7847598,99,76.01176263,39,36.12683297,17,34.41225886
Flu,ED Discharge,2011,Chula Vista,SOUTH,177,152.7007324,151.6658155,85,152.2533496,92,153.1164184,40,191.0949742,6,156.698877,115,139.3517116,5,82.46742537,5,195.0078003,65,266.4043608,49,257.799758,44,142.3902139,14,51.97119311,5,34.0878102
Flu,ED Discharge,2011,Coronado,SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2011,National City,SOUTH,43,73.51558359,72.46583113,15,49.98333889,28,98.3111548,8,121.3776362,,,28,74.54937565,,,,,15,123.1324906,8,65.37015852,12,75.94456047,6,49.21259843,,
Flu,ED Discharge,2011,South Bay,SOUTH,115,85.10575315,81.76706127,54,79.35341661,61,90.94161846,14,69.59980114,8,154.1128877,77,82.54716981,5,38.27311696,,,37,124.8481576,34,143.0554971,24,63.81451248,12,38.8173643,8,60.60606061
Flu,ED Discharge,2011,Sweetwater,SOUTH,56,40.99680811,40.35977273,27,40.61127489,29,41.3623916,16,50.91325654,,,23,35.64178457,6,20.4345753,,,15,47.82553246,15,73.18858258,17,42.57983719,7,21.27788923,,
Flu,ED Discharge,2011,Unknown,UNKNOWN,10,,,,,6,,5,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,San Diego County (Actual Rate),COUNTY,1233,39.22468107,39.84928168,578,36.6764534,655,41.78665711,433,29.01522462,115,82.50647496,501,48.39522964,90,25.28551561,86,71.3308174,400,66.41815208,212,42.17092752,373,41.90771091,171,22.09639196,77,20.55882628
Flu,ED Discharge,2012,Central Region,REGION CENTRAL,199,40.7156127,40.69462044,96,38.47541181,103,43.05192145,40,28.24878707,40,75.40482968,92,43.32286364,19,29.07110179,8,48.79834086,58,62.87194719,38,48.37190356,64,39.16001762,26,23.76447576,13,28.81972156
Flu,ED Discharge,2012,Central San Diego,CENTRAL,61,36.56635895,39.49098439,28,30.80918114,33,43.45650399,21,25.78458818,8,74.47402718,26,43.33261112,,,,,16,74.74190685,10,52.54584625,22,31.13853819,7,17.92160578,6,35.99064243
Flu,ED Discharge,2012,Mid-City,CENTRAL,70,42.44919741,41.97825126,34,41.40938044,36,43.48036137,13,28.49689822,15,81.61044614,33,46.3027922,8,33.05648527,,,22,63.81806051,13,40.58314863,22,42.97798355,10,29.36943816,,
Flu,ED Discharge,2012,Southeastern San Diego,CENTRAL,68,43.30300001,43.44942954,34,44.43224736,34,42.22972973,6,41.27682994,17,71.0553814,33,40.69652723,9,27.79493515,,,20,54.98886475,15,54.55735797,20,48.08732659,9,24.79407146,,
Flu,ED Discharge,2012,East Region,REGION EAST,183,38.9374129,40.63044997,75,32.38593673,108,45.30144335,70,25.16365362,20,78.52375344,57,46.45022492,9,41.59157077,26,118.2624517,69,76.72890233,21,29.99914288,53,43.94802524,27,21.06347126,13,21.21583027
Flu,ED Discharge,2012,Alpine,EAST,5,32.83856561,42.23985715,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,El Cajon,EAST,44,34.90761383,36.22720019,19,30.74632662,25,38.90990024,18,24.55460672,6,89.53887479,15,42.98363756,,,5,76.76953785,13,50.72774808,,,21,63.38091933,6,18.74238591,,
Flu,ED Discharge,2012,Harbison Crest/El Cajon,EAST,79,56.06176729,57.74440015,32,46.22807778,47,65.55639245,31,36.527313,8,117.0103847,26,69.77430695,,,13,184.4756634,29,104.3278052,8,36.90207113,27,75.21100866,12,32.2997416,,
Flu,ED Discharge,2012,Jamul,EAST,8,44.25023508,51.8127707,,,,,5,51.58361704,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,La Mesa,EAST,19,31.49867374,33.5199072,6,20.82899396,13,41.25150727,6,16.16466404,,,,,,,,,6,59.30611841,,,,,,,5,55.12071436
Flu,ED Discharge,2012,Laguna-Pine Valley,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Lakeside,EAST,23,40.38559463,41.99405748,10,35.49749743,13,45.17025712,14,34.13551801,,,6,54.6000546,,,,,11,97.01887458,,,7,48.869031,,,,
Flu,ED Discharge,2012,Lemon Grove,EAST,15,49.81733643,48.55216392,5,34.16000547,10,64.62870807,,,,,,,,,,,8,129.4707882,,,,,,,,
Flu,ED Discharge,2012,Mountain Empire,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Santee,EAST,10,19.24927815,20.88283997,5,19.85545231,5,18.67901973,7,18.36161897,,,,,,,,,,,,,6,44.55335264,,,,
Flu,ED Discharge,2012,Spring Valley,EAST,20,24.32646111,24.97198189,10,25.00687689,10,23.6820916,,,5,67.99020941,10,36.4298725,,,,,,,5,39.80574795,5,23.96931927,5,23.02343786,,
Flu,ED Discharge,2012,North Central Region,REGION N CENTRAL,148,24.0614021,25.21773965,71,22.8323718,77,25.31803729,72,19.72786506,7,37.68506057,31,34.38255584,24,21.03307451,12,43.98182085,39,40.63558218,24,23.20634307,49,25.18542124,22,15.16425647,14,18.4057952
Flu,ED Discharge,2012,Coastal,N CENTRAL,18,23.71760241,21.05566267,10,25.599017,8,21.72201254,12,19.82160555,,,,,,,,,,,,,8,28.62151622,,,,
Flu,ED Discharge,2012,Del Mar-Mira Mesa,N CENTRAL,24,14.99166089,15.75193146,13,16.22707925,11,13.75412624,9,11.86536763,,,5,30.27000848,6,10.54296257,,,8,25.35255902,,,7,15.30389156,,,,
Flu,ED Discharge,2012,Elliott-Navajo,N CENTRAL,16,17.72696049,17.79928739,7,15.97553461,9,19.37942766,12,19.99300245,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Kearny Mesa,N CENTRAL,65,42.63944739,46.42660597,27,35.56234606,38,49.66151755,22,26.32870188,,,21,60.26516673,10,48.80191303,7,99.1360997,20,81.92356531,9,43.85537472,22,42.75414424,11,30.24470718,,
Flu,ED Discharge,2012,Miramar,N CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Peninsula,N CENTRAL,12,18.97173212,22.82097491,5,14.50747135,7,24.31653177,10,21.06194317,,,,,,,,,,,,,5,23.33831217,,,,
Flu,ED Discharge,2012,University,N CENTRAL,13,19.09293855,24.28274509,9,26.68564312,,,7,20.2998579,,,,,,,,,,,5,20.18652348,,,,,,
Flu,ED Discharge,2012,North Coastal Region,REGION N COASTAL,241,46.85051769,47.13227688,123,46.93832381,118,46.75933998,103,34.43123281,15,106.7311797,102,67.85433935,6,18.9549504,12,62.41872562,90,87.9584836,42,49.23682915,67,49.2078997,30,23.64494747,12,18.82500588
Flu,ED Discharge,2012,Carlsbad,N COASTAL,44,37.4700878,41.3386915,18,31.53634564,26,43.08202154,24,28.14919071,,,14,78.67820614,,,,,18,82.44778307,,,15,51.2190125,5,14.99835018,,
Flu,ED Discharge,2012,Oceanside,N COASTAL,107,66.36770188,64.77318452,55,68.71735925,52,64.05124099,29,39.51868961,8,123.8581824,58,93.46698037,5,39.75826972,6,88.87572212,48,141.2678792,22,90.76282025,22,49.23352355,8,20.41910207,7,36.56880159
Flu,ED Discharge,2012,Pendleton,N COASTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,San Dieguito,N COASTAL,28,29.31937173,29.250925,16,34.06502161,12,24.7264635,26,35.13893394,,,,,,,,,,,,,11,45.99816007,9,30.41259757,,
Flu,ED Discharge,2012,Vista,N COASTAL,61,59.75705329,56.62927354,33,64.07144937,28,55.3633218,23,53.21979776,5,197.0055162,29,59.32047375,,,,,20,91.6212378,15,92.67268009,18,61.62484166,8,32.98425002,,
Flu,ED Discharge,2012,North Inland Region,REGION N INLAND,177,30.42026368,30.88367525,91,31.75943796,86,29.12095354,100,31.89233149,8,79.50705625,49,28.21264272,14,22.39892485,6,27.21335269,54,45.13125674,39,47.02477844,40,27.37925747,32,20.60342274,12,15.41366421
Flu,ED Discharge,2012,Anza-Borrego Springs,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Escondido,N INLAND,56,33.8495388,32.07722371,27,32.91759628,29,34.76592939,25,35.83150593,7,216.5171667,21,27.09817281,,,,,16,43.69913148,12,45.93125622,11,24.33143843,14,35.67060742,,
